Registered Date,User Unique Identifier
2020-01-01,9122040008
2020-01-01,9122078561
2020-01-01,9122094576
2020-01-01,9122115318
2020-01-01,9122118624
2020-01-01,9122131795
2020-01-01,9122146946
2020-01-01,9122152903
2020-01-01,9122160469
2020-01-01,9122201131
2020-01-01,9122205176
2020-01-01,9122211351
2020-01-01,9122246734
2020-01-01,9122253382
2020-01-01,9122267319
2020-01-01,9122278272
2020-01-01,9122304320
2020-01-01,9122307988
2020-01-01,9122309058
2020-01-01,9122346170
2020-01-01,9122350650
2020-01-01,9122368498
2020-01-01,9122380906
2020-01-01,9122385979
2020-01-01,9122387011
2020-01-01,9122390083
2020-01-01,9122395276
2020-01-01,9122418210
2020-01-01,9122460183
2020-01-01,9122475838
2020-01-01,9122584938
2020-01-01,9122680447
2020-01-01,9122718047
2020-01-01,9122726294
2020-01-01,9122778816
2020-01-01,9122782427
2020-01-01,9122825721
2020-01-01,9122843514
2020-01-01,9122847136
2020-01-01,9122886496
2020-01-01,9122949633
2020-01-01,9122987187
2020-01-01,9123098039
2020-01-01,9123098702
2020-01-01,9123168893
2020-01-01,9123173114
2020-01-01,9123197106
2020-01-01,9123250523
2020-01-01,9123262404
2020-01-01,9123403128
2020-01-01,9123411797
2020-01-01,9123422941
2020-01-01,9123505570
2020-01-01,9123550838
2020-01-01,9123586239
2020-01-01,9123587928
2020-01-01,9123703011
2020-01-01,9123703970
2020-01-01,9123718905
2020-01-01,9123721435
2020-01-01,9123794418
2020-01-01,9123807627
2020-01-01,9123841822
2020-01-01,9123894531
2020-01-01,9123950920
2020-01-01,9123965434
2020-01-01,9123979103
2020-01-01,9123980768
2020-01-01,9123981182
2020-01-01,9123989763
2020-01-01,9124001087
2020-01-01,9124030673
2020-01-01,9124066762
2020-01-01,9124111376
2020-01-01,9124119683
2020-01-01,9124168298
2020-01-01,9124405140
2020-01-01,9124448104
2020-01-01,9124451080
2020-01-01,9124478836
2020-01-01,9124485370
2020-01-01,9124489513
2020-01-01,9124513580
2020-01-01,9124585322
2020-01-01,9124650854
2020-01-01,9124796411
2020-01-01,9124846472
2020-01-01,9124849274
2020-01-01,9124852044
2020-01-01,9124882553
2020-01-01,9124907067
2020-01-01,9124909892
2020-01-01,9124974327
2020-01-01,9124975796
2020-01-01,9125000291
2020-01-01,9125013750
2020-01-01,9125014997
2020-01-01,9125037934
2020-01-01,9125111443
2020-01-01,9125194431
2020-01-01,9125208853
2020-01-01,9125231734
2020-01-01,9125348655
2020-01-01,9125352023
2020-01-01,9125352316
2020-01-01,9125385378
2020-01-01,9125391340
2020-01-01,9125439694
2020-01-01,9125457768
2020-01-01,9125459098
2020-01-01,9125597459
2020-01-01,9125720153
2020-01-01,9125764775
2020-01-01,9125829727
2020-01-01,9125970363
2020-01-01,9125974427
2020-01-01,9126005651
2020-01-01,9126051505
2020-01-01,9126102832
2020-01-01,9126116193
2020-01-01,9126140143
2020-01-01,9126167302
2020-01-01,9126181833
2020-01-01,9126183874
2020-01-01,9126217972
2020-01-01,9126363100
2020-01-01,9126530951
2020-01-01,9126604892
2020-01-01,9126617738
2020-01-01,9126798625
2020-01-01,9126857996
2020-01-01,9126877335
2020-01-01,9126884650
2020-01-01,9126932443
2020-01-01,9126954995
2020-01-01,9126971375
2020-01-01,9127031308
2020-01-01,9127155371
2020-01-01,9127165816
2020-01-01,9127165974
2020-01-01,9127185428
2020-01-01,9127273326
2020-01-01,9127334958
2020-01-01,9127342050
2020-01-01,9127601363
2020-01-01,9127615615
2020-01-01,9127638270
2020-01-01,9127766971
2020-01-01,9127781091
2020-01-01,9127900166
2020-01-01,9127928990
2020-01-01,9127960521
2020-01-01,9127962546
2020-01-01,9127989429
2020-01-01,9128005798
2020-01-01,9128070608
2020-01-01,9128102329
2020-01-01,9128103780
2020-01-01,9128145435
2020-01-01,9128165103
2020-01-01,9128177511
2020-01-01,9128200817
2020-01-01,9128220622
2020-01-01,9128350098
2020-01-01,9128473100
2020-01-01,9128498184
2020-01-01,9128577012
2020-01-01,9128582557
2020-01-01,9128676063
2020-01-01,9128682987
2020-01-01,9128709180
2020-01-01,9128891712
2020-01-01,9128984549
2020-01-01,9128987367
2020-01-01,9129172732
2020-01-01,9129306947
2020-01-01,9129309947
2020-01-01,9129374238
2020-01-01,9129383734
2020-01-01,9129446089
2020-01-01,9129613381
2020-01-01,9129614489
2020-01-01,9129640613
2020-01-01,9129730700
2020-01-01,9130000232
2020-01-01,9130173134
2020-01-01,9130680994
2020-01-01,9131031204
2020-01-01,9131045235
2020-01-01,9131138113
2020-01-01,9131146058
2020-01-01,9131175620
2020-01-01,9131184159
2020-01-01,9131411260
2020-01-01,9131510159
2020-01-01,9131619002
2020-01-01,9131705056
2020-01-01,9131915428
2020-01-01,9131991877
2020-01-01,9132036743
2020-01-01,9132090509
2020-01-01,9132107029
2020-01-01,9132212391
2020-01-01,9132247519
2020-01-01,9132402676
2020-01-01,9132409043
2020-01-01,9132579735
2020-01-01,9132590406
2020-01-01,9132795284
2020-01-01,9132852577
2020-01-01,9132893273
2020-01-01,9133000449
2020-01-01,9133056858
2020-01-01,9133080522
2020-01-01,9133088550
2020-01-01,9133149306
2020-01-01,9133193565
2020-01-01,9133197609
2020-01-01,9133267509
2020-01-01,9133335486
2020-01-01,9133413936
2020-01-01,9133505659
2020-01-01,9133832400
2020-01-01,9133870842
2020-01-01,9133961390
2020-01-01,9133999598
2020-01-01,9134021556
2020-01-01,9134046437
2020-01-01,9134064214
2020-01-01,9134400428
2020-01-01,9134499342
2020-01-01,9134718600
2020-01-01,9134730013
2020-01-01,9134815169
2020-01-01,9135525020
2020-01-01,9135612990
2020-01-01,9136148303
2020-01-01,9138287502
2020-01-01,9138586871
2020-01-01,9138628366
2020-01-01,9138720423
2020-01-01,9138760644
2020-01-01,9139410662
2020-01-01,9139860363
2020-01-01,9141007783
2020-01-01,9141154733
2020-01-01,9141200161
2020-01-01,9141416184
2020-01-01,9141623369
2020-01-01,9142505296
2020-01-01,9143057720
2020-01-01,9143063867
2020-01-01,9143171040
2020-01-01,9143411454
2020-01-01,9143412714
2020-01-01,9143418244
2020-01-01,9143435395
2020-01-01,9143442561
2020-01-01,9143515070
2020-01-01,9143526932
2020-01-01,9143620336
2020-01-01,9144065839
2020-01-01,9144070036
2020-01-01,9144092100
2020-01-01,9144199318
2020-01-01,9144512771
2020-01-01,9144787368
2020-01-01,9145735663
2020-01-01,9146291714
2020-01-01,9146415006
2020-01-01,9146527405
2020-01-01,9149001962
2020-01-01,9149034527
2020-01-01,9150670515
2020-01-01,9150745747
2020-01-01,9151000121
2020-01-01,9151109362
2020-01-01,9151150899
2020-01-01,9151156783
2020-01-01,9151159702
2020-01-01,9151224528
2020-01-01,9151234624
2020-01-01,9151257863
2020-01-01,9151410909
2020-01-01,9151470333
2020-01-01,9151537491
2020-01-01,9151632450
2020-01-01,9151640385
2020-01-01,9152329832
2020-01-01,9153051303
2020-01-01,9153060140
2020-01-01,9153113234
2020-01-01,9153140988
2020-01-01,9153335286
2020-01-01,9153475208
2020-01-01,9153526932
2020-01-01,9153591318
2020-01-01,9153863756
2020-01-01,9155005426
2020-01-01,9155018600
2020-01-01,9155018638
2020-01-01,9155049663
2020-01-01,9155056672
2020-01-01,9155132652
2020-01-01,9155145110
2020-01-01,9155149607
2020-01-01,9155179217
2020-01-01,9155318293
2020-01-01,9155710614
2020-01-01,9156005122
2020-01-01,9156485865
2020-01-01,9157059364
2020-01-01,9157087089
2020-01-01,9157490017
2020-01-01,9158049404
2020-01-01,9158158278
2020-01-01,9158799236
2020-01-01,9159178566
2020-01-01,9159306802
2020-01-01,9160121922
2020-01-01,9160161200
2020-01-01,9161141700
2020-01-01,9161143961
2020-01-01,9162389406
2020-01-01,9163112848
2020-01-01,9163138703
2020-01-01,9163479761
2020-01-01,9163724862
2020-01-01,9164434064
2020-01-01,9164950907
2020-01-01,9165672621
2020-01-01,9166516185
2020-01-01,9167186898
2020-01-01,9167837519
2020-01-01,9168223724
2020-01-01,9168329139
2020-01-01,9169122889
2020-01-01,9169283418
2020-01-01,9169685587
2020-01-01,9170009011
2020-01-01,9170066656
2020-01-01,9170216511
2020-01-01,9171116912
2020-01-01,9171129311
2020-01-01,9171399520
2020-01-01,9172222398
2020-01-01,9172388698
2020-01-01,9173001465
2020-01-01,9173076279
2020-01-01,9173603025
2020-01-01,9173625800
2020-01-01,9173711230
2020-01-01,9173745577
2020-01-01,9173780904
2020-01-01,9174330935
2020-01-01,9175032472
2020-01-01,9175350910
2020-01-01,9175542890
2020-01-01,9176162815
2020-01-01,9176400067
2020-01-01,9176529928
2020-01-01,9176593364
2020-01-01,9176666315
2020-01-01,9176686569
2020-01-01,9177029511
2020-01-01,9177115028
2020-01-01,9177142539
2020-01-01,9177146483
2020-01-01,9177631523
2020-01-01,9177633187
2020-01-01,9177669909
2020-01-01,9177690126
2020-01-01,9177734227
2020-01-01,9177752658
2020-01-01,9177977848
2020-01-01,9181719210
2020-01-01,9182958432
2020-01-01,9183184525
2020-01-01,9183370925
2020-01-01,9183790871
2020-01-01,9184893834
2020-01-01,9186717871
2020-01-01,9187327710
2020-01-01,9187358191
2020-01-01,9188321641
2020-01-01,9188881176
2020-01-01,9189293971
2020-01-01,9189461768
2020-01-01,9190030343
2020-01-01,9190090357
2020-01-01,9190130465
2020-01-01,9190393093
2020-01-01,9190534521
2020-01-01,9191205058
2020-01-01,9191252184
2020-01-01,9191348289
2020-01-01,9191418921
2020-01-01,9192431837
2020-01-01,9192595633
2020-01-01,9193313061
2020-01-01,9194155962
2020-01-01,9194177875
2020-01-01,9194209747
2020-01-01,9194361288
2020-01-01,9194370193
2020-01-01,9194658415
2020-01-01,9194702873
2020-01-01,9194857049
2020-01-01,9195081700
2020-01-01,9196098663
2020-01-01,9196376593
2020-01-01,9196988955
2020-01-01,9197372208
2020-01-01,9197546970
2020-01-01,9199120071
2020-01-01,9199633926
2020-01-01,9199767571
2020-01-01,9201011012
2020-01-01,9203011584
2020-01-01,9203621745
2020-01-01,9206602718
2020-01-01,9211967600
2020-01-01,9212945655
2020-01-01,9214346726
2020-01-01,9214612979
2020-01-01,9214966561
2020-01-01,9215867549
2020-01-01,9217223845
2020-01-01,9220136355
2020-01-01,9224678113
2020-01-01,9226966736
2020-01-01,9227501918
2020-01-01,9300030883
2020-01-01,9301074391
2020-01-01,9302018882
2020-01-01,9306042597
2020-01-01,9306909016
2020-01-01,9308100974
2020-01-01,9309935019
2020-01-01,9331201588
2020-01-01,9331536371
2020-01-01,9332065252
2020-01-01,9332494989
2020-01-01,9333838118
2020-01-01,9334161955
2020-01-01,9334441315
2020-01-01,9334916081
2020-01-01,9335003503
2020-01-01,9335656669
2020-01-01,9336077619
2020-01-01,9337352317
2020-01-01,9338108852
2020-01-01,9339110264
2020-01-01,9339117292
2020-01-01,9339821384
2020-01-01,9351257693
2020-01-01,9351506649
2020-01-01,9351517814
2020-01-01,9351849293
2020-01-01,9351880760
2020-01-01,9352001426
2020-01-01,9353360588
2020-01-01,9353410779
2020-01-01,9353810972
2020-01-01,9353891304
2020-01-01,9354012361
2020-01-01,9354432613
2020-01-01,9354465435
2020-01-01,9354565451
2020-01-01,9354928231
2020-01-01,9354984858
2020-01-01,9355017232
2020-01-01,9355238137
2020-01-01,9355374661
2020-01-01,9355486260
2020-01-01,9355961831
2020-01-01,9356368883
2020-01-01,9356556700
2020-01-01,9357380133
2020-01-01,9358194890
2020-01-01,9358239204
2020-01-01,9358281480
2020-01-01,9358638087
2020-01-01,9358708752
2020-01-01,9358893102
2020-01-01,9359381113
2020-01-01,9359741339
2020-01-01,9359835712
2020-01-01,9359901754
2020-01-01,9360035846
2020-01-01,9361183735
2020-01-01,9361449665
2020-01-01,9361614897
2020-01-01,9361901473
2020-01-01,9362902627
2020-01-01,9363962619
2020-01-01,9364053941
2020-01-01,9364260412
2020-01-01,9364528418
2020-01-01,9364715084
2020-01-01,9365155870
2020-01-01,9366990460
2020-01-01,9367070485
2020-01-01,9367827627
2020-01-01,9369278397
2020-01-01,9369309993
2020-01-01,9369704294
2020-01-01,9370425585
2020-01-01,9370742022
2020-01-01,9371055402
2020-01-01,9371957666
2020-01-01,9372115779
2020-01-01,9372317959
2020-01-01,9372757595
2020-01-01,9373007743
2020-01-01,9374292377
2020-01-01,9375233081
2020-01-01,9375314241
2020-01-01,9375886962
2020-01-01,9375927414
2020-01-01,9378633428
2020-01-01,9378974081
2020-01-01,9379596658
2020-01-01,9380721289
2020-01-01,9380900267
2020-01-01,9381685085
2020-01-01,9382660595
2020-01-01,9382674250
2020-01-01,9382796967
2020-01-01,9384015494
2020-01-01,9384515196
2020-01-01,9384908688
2020-01-01,9385170469
2020-01-01,9385901614
2020-01-01,9385914396
2020-01-01,9387801223
2020-01-01,9387995085
2020-01-01,9388062425
2020-01-01,9389034265
2020-01-01,9389045870
2020-01-01,9390061718
2020-01-01,9391527621
2020-01-01,9391900353
2020-01-01,9393360223
2020-01-01,9393373170
2020-01-01,9393453505
2020-01-01,9394062285
2020-01-01,9394314863
2020-01-01,9395175354
2020-01-01,9395328778
2020-01-01,9396091448
2020-01-01,9396553248
2020-01-01,9911921180
2020-01-01,9913159558
2020-01-01,9917693516
2020-01-01,9923256825
2020-01-02,9013771038
2020-01-02,9014117457
2020-01-02,9017853241
2020-01-02,9019509356
2020-01-02,9022992008
2020-01-02,9023287655
2020-01-02,9023706604
2020-01-02,9024611782
2020-01-02,9027260502
2020-01-02,9027975020
2020-01-02,9029157278
2020-01-02,9029841550
2020-01-02,9031605105
2020-01-02,9031751438
2020-01-02,9032181169
2020-01-02,9032949571
2020-01-02,9033184024
2020-01-02,9035008139
2020-01-02,9036371379
2020-01-02,9037259195
2020-01-02,9038266338
2020-01-02,9055890640
2020-01-02,9056093319
2020-01-02,9057837085
2020-01-02,9058262433
2020-01-02,9058418004
2020-01-02,9059685563
2020-01-02,9100064767
2020-01-02,9100488871
2020-01-02,9100969575
2020-01-02,9101862757
2020-01-02,9102124587
2020-01-02,9102767017
2020-01-02,9103935861
2020-01-02,9105790646
2020-01-02,9106050402
2020-01-02,9106708760
2020-01-02,9108837044
2020-01-02,9109516545
2020-01-02,9111004131
2020-01-02,9111158348
2020-01-02,9111166876
2020-01-02,9111312864
2020-01-02,9111573289
2020-01-02,9111752498
2020-01-02,9112160132
2020-01-02,9112185567
2020-01-02,9112223894
2020-01-02,9112815100
2020-01-02,9112837622
2020-01-02,9112846404
2020-01-02,9113367505
2020-01-02,9113699936
2020-01-02,9113713992
2020-01-02,9114123540
2020-01-02,9116246367
2020-01-02,9117275659
2020-01-02,9118622652
2020-01-02,9119772747
2020-01-02,9120030858
2020-01-02,9120165614
2020-01-02,9120183893
2020-01-02,9120245943
2020-01-02,9120403802
2020-01-02,9120408153
2020-01-02,9120479162
2020-01-02,9120529321
2020-01-02,9120604637
2020-01-02,9120697577
2020-01-02,9120748732
2020-01-02,9120751336
2020-01-02,9120790761
2020-01-02,9120994723
2020-01-02,9121034424
2020-01-02,9121050531
2020-01-02,9121081086
2020-01-02,9121093187
2020-01-02,9121115787
2020-01-02,9121117365
2020-01-02,9121119297
2020-01-02,9121128108
2020-01-02,9121145435
2020-01-02,9121156020
2020-01-02,9121173210
2020-01-02,9121222401
2020-01-02,9121232921
2020-01-02,9121234755
2020-01-02,9121248321
2020-01-02,9121270896
2020-01-02,9121304163
2020-01-02,9121305957
2020-01-02,9121331799
2020-01-02,9121341247
2020-01-02,9121362300
2020-01-02,9121386990
2020-01-02,9121437645
2020-01-02,9121439725
2020-01-02,9121447083
2020-01-02,9121491898
2020-01-02,9121540871
2020-01-02,9121541283
2020-01-02,9121541287
2020-01-02,9121580337
2020-01-02,9121583188
2020-01-02,9121591358
2020-01-02,9121597821
2020-01-02,9121613427
2020-01-02,9121623092
2020-01-02,9121721243
2020-01-02,9121727013
2020-01-02,9121762022
2020-01-02,9121771377
2020-01-02,9121814152
2020-01-02,9121836343
2020-01-02,9121900353
2020-01-02,9122022988
2020-01-02,9122026634
2020-01-02,9122041610
2020-01-02,9122053665
2020-01-02,9122064917
2020-01-02,9122066657
2020-01-02,9122067525
2020-01-02,9122077663
2020-01-02,9122081067
2020-01-02,9122144852
2020-01-02,9122160469
2020-01-02,9122262480
2020-01-02,9122285408
2020-01-02,9122307094
2020-01-02,9122340905
2020-01-02,9122344326
2020-01-02,9122355440
2020-01-02,9122360729
2020-01-02,9122387840
2020-01-02,9122436944
2020-01-02,9122454175
2020-01-02,9122460358
2020-01-02,9122466224
2020-01-02,9122485725
2020-01-02,9122511564
2020-01-02,9122618289
2020-01-02,9122706854
2020-01-02,9122728572
2020-01-02,9122790944
2020-01-02,9122819632
2020-01-02,9122931378
2020-01-02,9122953499
2020-01-02,9122958318
2020-01-02,9122972458
2020-01-02,9122978135
2020-01-02,9122979658
2020-01-02,9122991785
2020-01-02,9123007764
2020-01-02,9123020489
2020-01-02,9123026769
2020-01-02,9123033011
2020-01-02,9123049589
2020-01-02,9123300721
2020-01-02,9123311431
2020-01-02,9123348465
2020-01-02,9123349084
2020-01-02,9123364277
2020-01-02,9123381217
2020-01-02,9123399628
2020-01-02,9123411317
2020-01-02,9123458850
2020-01-02,9123505570
2020-01-02,9123575968
2020-01-02,9123581411
2020-01-02,9123596940
2020-01-02,9123670335
2020-01-02,9123684580
2020-01-02,9123815404
2020-01-02,9123817267
2020-01-02,9123826535
2020-01-02,9123826675
2020-01-02,9123844019
2020-01-02,9123884284
2020-01-02,9123930969
2020-01-02,9123932207
2020-01-02,9123954395
2020-01-02,9123962036
2020-01-02,9123970013
2020-01-02,9124049092
2020-01-02,9124110470
2020-01-02,9124168298
2020-01-02,9124202022
2020-01-02,9124245767
2020-01-02,9124254590
2020-01-02,9124360655
2020-01-02,9124373563
2020-01-02,9124433692
2020-01-02,9124440498
2020-01-02,9124442611
2020-01-02,9124447398
2020-01-02,9124454583
2020-01-02,9124474099
2020-01-02,9124512698
2020-01-02,9124546279
2020-01-02,9124634568
2020-01-02,9124749350
2020-01-02,9124768458
2020-01-02,9124864149
2020-01-02,9124904652
2020-01-02,9124975113
2020-01-02,9125015080
2020-01-02,9125032677
2020-01-02,9125036095
2020-01-02,9125049954
2020-01-02,9125080430
2020-01-02,9125136590
2020-01-02,9125157985
2020-01-02,9125223453
2020-01-02,9125229971
2020-01-02,9125231734
2020-01-02,9125266316
2020-01-02,9125408530
2020-01-02,9125439694
2020-01-02,9125450818
2020-01-02,9125457768
2020-01-02,9125474752
2020-01-02,9125555875
2020-01-02,9125632393
2020-01-02,9125704825
2020-01-02,9125960265
2020-01-02,9125970363
2020-01-02,9126027222
2020-01-02,9126037998
2020-01-02,9126040181
2020-01-02,9126045088
2020-01-02,9126071074
2020-01-02,9126135110
2020-01-02,9126204266
2020-01-02,9126312840
2020-01-02,9126367394
2020-01-02,9126384366
2020-01-02,9126394642
2020-01-02,9126400703
2020-01-02,9126462471
2020-01-02,9126658052
2020-01-02,9126659941
2020-01-02,9126668098
2020-01-02,9126753914
2020-01-02,9126781404
2020-01-02,9126808272
2020-01-02,9126826675
2020-01-02,9126876112
2020-01-02,9126891063
2020-01-02,9126956890
2020-01-02,9126969287
2020-01-02,9127043269
2020-01-02,9127046088
2020-01-02,9127146264
2020-01-02,9127275070
2020-01-02,9127279216
2020-01-02,9127374434
2020-01-02,9127437958
2020-01-02,9127465119
2020-01-02,9127594840
2020-01-02,9127638270
2020-01-02,9127674846
2020-01-02,9127821527
2020-01-02,9127890015
2020-01-02,9127949364
2020-01-02,9128063069
2020-01-02,9128063196
2020-01-02,9128097425
2020-01-02,9128189158
2020-01-02,9128222352
2020-01-02,9128383050
2020-01-02,9128440595
2020-01-02,9128577703
2020-01-02,9128670367
2020-01-02,9128676063
2020-01-02,9128739093
2020-01-02,9128897871
2020-01-02,9128926659
2020-01-02,9129172732
2020-01-02,9129248272
2020-01-02,9129268074
2020-01-02,9129327988
2020-01-02,9129361105
2020-01-02,9129374238
2020-01-02,9129400632
2020-01-02,9129414368
2020-01-02,9129439638
2020-01-02,9129495643
2020-01-02,9129730700
2020-01-02,9129746692
2020-01-02,9129753830
2020-01-02,9130126542
2020-01-02,9131025094
2020-01-02,9131027874
2020-01-02,9131115265
2020-01-02,9131171378
2020-01-02,9131178603
2020-01-02,9131187178
2020-01-02,9131190525
2020-01-02,9131190559
2020-01-02,9131261713
2020-01-02,9131365479
2020-01-02,9131413590
2020-01-02,9131416365
2020-01-02,9131549592
2020-01-02,9131626226
2020-01-02,9131866905
2020-01-02,9131887451
2020-01-02,9131936232
2020-01-02,9132075148
2020-01-02,9132076949
2020-01-02,9132262786
2020-01-02,9132293750
2020-01-02,9132593418
2020-01-02,9132623027
2020-01-02,9132665307
2020-01-02,9132709786
2020-01-02,9132850926
2020-01-02,9132882500
2020-01-02,9132944672
2020-01-02,9133335486
2020-01-02,9133429429
2020-01-02,9133509582
2020-01-02,9133512899
2020-01-02,9133519864
2020-01-02,9133617998
2020-01-02,9134064214
2020-01-02,9134338841
2020-01-02,9134512294
2020-01-02,9135623682
2020-01-02,9135867795
2020-01-02,9136434373
2020-01-02,9136575349
2020-01-02,9138287502
2020-01-02,9138668464
2020-01-02,9139059049
2020-01-02,9141007783
2020-01-02,9141062894
2020-01-02,9141092551
2020-01-02,9141422031
2020-01-02,9141498247
2020-01-02,9141511653
2020-01-02,9141911248
2020-01-02,9142538948
2020-01-02,9143133038
2020-01-02,9143153789
2020-01-02,9143325365
2020-01-02,9143412714
2020-01-02,9143418936
2020-01-02,9143456648
2020-01-02,9144092100
2020-01-02,9144124226
2020-01-02,9144145687
2020-01-02,9144177266
2020-01-02,9144401189
2020-01-02,9144443712
2020-01-02,9144552910
2020-01-02,9145744174
2020-01-02,9147738300
2020-01-02,9147829127
2020-01-02,9148225600
2020-01-02,9148246795
2020-01-02,9148888054
2020-01-02,9149898275
2020-01-02,9150572607
2020-01-02,9151013913
2020-01-02,9151101999
2020-01-02,9151109362
2020-01-02,9151181423
2020-01-02,9151186062
2020-01-02,9152621704
2020-01-02,9153113461
2020-01-02,9153148706
2020-01-02,9153155840
2020-01-02,9153219482
2020-01-02,9153719947
2020-01-02,9153724296
2020-01-02,9153840138
2020-01-02,9153872346
2020-01-02,9154042833
2020-01-02,9155049663
2020-01-02,9155184565
2020-01-02,9155252026
2020-01-02,9155330988
2020-01-02,9155596987
2020-01-02,9155630070
2020-01-02,9155803722
2020-01-02,9158514800
2020-01-02,9158691100
2020-01-02,9159738750
2020-01-02,9160101857
2020-01-02,9160961885
2020-01-02,9161504045
2020-01-02,9162195558
2020-01-02,9162402540
2020-01-02,9163024036
2020-01-02,9163172006
2020-01-02,9163739781
2020-01-02,9163778848
2020-01-02,9166085426
2020-01-02,9166097686
2020-01-02,9166160576
2020-01-02,9166216539
2020-01-02,9166331157
2020-01-02,9167847190
2020-01-02,9169861505
2020-01-02,9170009011
2020-01-02,9171046029
2020-01-02,9171071517
2020-01-02,9171073960
2020-01-02,9171124720
2020-01-02,9171789079
2020-01-02,9171951800
2020-01-02,9172929243
2020-01-02,9173073342
2020-01-02,9173089241
2020-01-02,9173115206
2020-01-02,9173136865
2020-01-02,9173138832
2020-01-02,9173314960
2020-01-02,9173614736
2020-01-02,9173721739
2020-01-02,9173872990
2020-01-02,9174440069
2020-01-02,9175137411
2020-01-02,9175685062
2020-01-02,9176922920
2020-01-02,9177142173
2020-01-02,9177190075
2020-01-02,9177722681
2020-01-02,9177755481
2020-01-02,9177777206
2020-01-02,9177796659
2020-01-02,9177829609
2020-01-02,9178159235
2020-01-02,9178316855
2020-01-02,9179600725
2020-01-02,9181111384
2020-01-02,9181118332
2020-01-02,9183309212
2020-01-02,9183327104
2020-01-02,9183405530
2020-01-02,9183484191
2020-01-02,9183494513
2020-01-02,9183790871
2020-01-02,9183931232
2020-01-02,9186696697
2020-01-02,9188187809
2020-01-02,9188647380
2020-01-02,9189000582
2020-01-02,9190322461
2020-01-02,9190751254
2020-01-02,9190878252
2020-01-02,9191289032
2020-01-02,9191326220
2020-01-02,9191608500
2020-01-02,9191761359
2020-01-02,9191830046
2020-01-02,9192010958
2020-01-02,9192515174
2020-01-02,9192644308
2020-01-02,9192905780
2020-01-02,9193185751
2020-01-02,9194014012
2020-01-02,9194658415
2020-01-02,9194979280
2020-01-02,9195935347
2020-01-02,9197106321
2020-01-02,9197372208
2020-01-02,9197687157
2020-01-02,9197925423
2020-01-02,9198889987
2020-01-02,9199099546
2020-01-02,9199204294
2020-01-02,9199934354
2020-01-02,9203040443
2020-01-02,9211449358
2020-01-02,9214052856
2020-01-02,9216128767
2020-01-02,9216137854
2020-01-02,9216746552
2020-01-02,9217768124
2020-01-02,9301096023
2020-01-02,9302027996
2020-01-02,9304283506
2020-01-02,9304431717
2020-01-02,9305755533
2020-01-02,9306621301
2020-01-02,9306909016
2020-01-02,9306983393
2020-01-02,9307662131
2020-01-02,9308348847
2020-01-02,9332615665
2020-01-02,9333819570
2020-01-02,9335056262
2020-01-02,9335212181
2020-01-02,9335461199
